SKU_ID,Drug_Name,Category,Storage_Req,Current_Stock,Monthly_Demand,Unit_Cost_GBP,Lead_Time_Base_Days,Route,Customs_Delay_Factor,Predicted_Lead_Time,Stock_Runway_Days,Risk_Score
PH-UK-1205,Insulin,Oncology,Cold Chain,2260,2004,305.96,11,Felixstowe,1.1,12.1,33.8,68.7
PH-UK-1206,Insulin,Emergency,Ambient,1620,1319,163.42,14,Eurotunnel,2.8654349496828617,40.1,36.8,100.0
PH-UK-1207,Atorvastatin,Statin,Ambient,4934,1434,454.61,8,Eurotunnel,2.830007855539716,22.6,103.2,0.0
PH-UK-1208,Pembrolizumab,Antibiotic,Cold Chain,3767,2430,163.79,9,Felixstowe,1.1,9.9,46.5,36.7
PH-UK-1209,Pembrolizumab,Oncology,Ambient,4824,2486,20.69,13,Felixstowe,1.1,14.3,58.2,26.5
PH-UK-1210,Salbutamol,Emergency,Cold Chain,3065,4361,486.24,11,Heathrow Air,1.1,12.1,21.1,94.1
PH-UK-1211,Pembrolizumab,Emergency,Cold Chain,4369,2095,458.25,8,Felixstowe,1.1,8.8,62.6,1.1999999999999993
PH-UK-1212,Atorvastatin,Oncology,Cold Chain,3092,3182,433.74,13,Eurotunnel,2.3408344784173565,30.4,29.2,100.0
PH-UK-1213,Pembrolizumab,Biologic,Cold Chain,4719,3493,332.03,11,Dover-Calais,1.7924129431044131,19.7,40.5,78.1
PH-UK-1214,Insulin,Inhaler,Cold Chain,4478,1021,76.12,10,Dover-Calais,1.8735992234491117,18.7,131.6,0.0
PH-UK-1215,Pembrolizumab,Antibiotic,Ambient,1387,3059,146.7,8,Felixstowe,1.1,8.8,13.6,99.2
PH-UK-1216,Salbutamol,Antibiotic,Cold Chain,2862,1136,93.91,13,Dover-Calais,1.7531149346650237,22.8,75.6,17.200000000000017
PH-UK-1217,Adrenaline,Statin,Cold Chain,3109,2510,351.29,7,Eurotunnel,2.9081839482110903,20.4,37.2,86.79999999999998
PH-UK-1218,Salbutamol,Antibiotic,Cold Chain,4389,2657,69.12,13,Dover-Calais,2.625910976337032,34.1,49.6,100.0
PH-UK-1219,Amoxicillin,Statin,Cold Chain,1854,1130,451.08,12,Eurotunnel,2.1681934505911875,26.0,49.2,79.6
PH-UK-1220,Adrenaline,Oncology,Cold Chain,1528,1367,480.25,14,Eurotunnel,2.674597653961381,37.4,33.5,100.0
PH-UK-1221,Salbutamol,Statin,Ambient,1438,4174,10.95,10,Dover-Calais,2.5969433286772095,26.0,10.3,100.0
PH-UK-1222,Atorvastatin,Emergency,Cold Chain,3199,2547,208.23,8,Eurotunnel,2.0285130071225295,16.2,37.7,73.19999999999999
PH-UK-1223,Salbutamol,Inhaler,Ambient,571,1033,69.89,13,Dover-Calais,1.7526607622740278,22.8,16.6,100.0
PH-UK-1224,Atorvastatin,Emergency,Ambient,3652,3034,92.16,5,Eurotunnel,2.803991505326427,14.0,36.1,69.8
PH-UK-1225,Insulin,Oncology,Ambient,687,1808,348.86,7,Felixstowe,1.1,7.7,11.4,100.0
PH-UK-1226,Pembrolizumab,Statin,Ambient,4702,2250,226.8,5,Eurotunnel,2.9543301406411864,14.8,62.7,19.0
PH-UK-1227,Adrenaline,Antibiotic,Ambient,1182,3629,459.87,9,Eurotunnel,2.7748646925107305,25.0,9.8,100.0
PH-UK-1228,Pembrolizumab,Statin,Cold Chain,3646,2723,76.68,7,Dover-Calais,2.7824259525614394,19.5,40.2,78.1
PH-UK-1229,Pembrolizumab,Emergency,Cold Chain,3796,3367,42.93,5,Eurotunnel,2.636149002000505,13.2,33.8,72.0
PH-UK-1230,Pembrolizumab,Emergency,Ambient,4754,944,192.28,7,Dover-Calais,2.1019391439903226,14.7,151.1,0.0
PH-UK-1231,Amoxicillin,Biologic,Ambient,1688,2982,177.96,13,Eurotunnel,1.6369969941439577,21.3,17.0,100.0
PH-UK-1232,Salbutamol,Antibiotic,Ambient,1286,1405,86.57,12,Dover-Calais,2.0194190764226274,24.2,27.5,100.0
PH-UK-1233,Pembrolizumab,Oncology,Ambient,4303,2305,66.86,8,Dover-Calais,2.4564849018249832,19.7,56.0,47.099999999999994
PH-UK-1234,Adrenaline,Oncology,Ambient,4900,1797,236.55,14,Dover-Calais,1.5787413861129989,22.1,81.8,2.700000000000017
PH-UK-1235,Atorvastatin,Biologic,Ambient,4877,3819,439.56,7,Eurotunnel,1.5341294536417474,10.7,38.3,55.5
PH-UK-1236,Amoxicillin,Inhaler,Cold Chain,3104,3005,423.46,12,Felixstowe,1.1,13.2,31.0,77.6
PH-UK-1237,Adrenaline,Biologic,Cold Chain,2965,3075,240.07,7,Eurotunnel,2.4482989278890877,17.1,28.9,93.5
PH-UK-1238,Adrenaline,Biologic,Cold Chain,1557,3810,17.22,14,Felixstowe,1.1,15.4,12.3,100.0
PH-UK-1239,Salbutamol,Antibiotic,Ambient,2485,1615,389.37,13,Dover-Calais,1.8149147329726634,23.6,46.2,78.4
PH-UK-1240,Insulin,Oncology,Cold Chain,2073,3259,108.47,12,Dover-Calais,2.767741369954614,33.2,19.1,100.0
PH-UK-1241,Insulin,Inhaler,Cold Chain,2492,1616,367.52,7,Felixstowe,1.1,7.7,46.3,30.500000000000007
PH-UK-1242,Salbutamol,Statin,Cold Chain,890,2500,417.83,8,Felixstowe,1.1,8.8,10.7,100.0
PH-UK-1243,Salbutamol,Biologic,Cold Chain,2166,3196,321.07,9,Dover-Calais,2.708152934546195,24.4,20.3,100.0
PH-UK-1244,Adrenaline,Antibiotic,Cold Chain,828,3370,489.39,12,Dover-Calais,1.842636749518079,22.1,7.4,100.0
PH-UK-1245,Salbutamol,Statin,Ambient,3981,4115,76.02,7,Eurotunnel,1.5346738410440899,10.7,29.0,74.1
PH-UK-1246,Amoxicillin,Biologic,Cold Chain,4319,4414,275.81,14,Dover-Calais,1.7852885069731406,25.0,29.4,100.0
PH-UK-1247,Amoxicillin,Inhaler,Cold Chain,1476,4404,317.51,5,Felixstowe,1.1,5.5,10.1,96.3
PH-UK-1248,Atorvastatin,Biologic,Ambient,3534,3640,188.91,11,Eurotunnel,1.6484729458172487,18.1,29.1,96.1
PH-UK-1249,Atorvastatin,Inhaler,Cold Chain,3463,1163,493.17,7,Eurotunnel,2.9511500264318036,20.7,89.3,0.0
PH-UK-1250,Pembrolizumab,Antibiotic,Cold Chain,3240,1432,449.5,7,Eurotunnel,2.9309975719852113,20.5,67.9,25.69999999999999
PH-UK-1251,Atorvastatin,Antibiotic,Ambient,3444,3963,444.48,8,Dover-Calais,2.332948369571124,18.7,26.1,100.0
PH-UK-1252,Atorvastatin,Emergency,Cold Chain,1650,964,375.67,12,Felixstowe,1.1,13.2,51.3,37.0
PH-UK-1253,Adrenaline,Emergency,Cold Chain,4034,880,210.88,8,Eurotunnel,2.4498963011140416,19.6,137.5,0.0
PH-UK-1254,Atorvastatin,Emergency,Ambient,3039,2241,226.47,5,Dover-Calais,2.5550660083491197,12.8,40.7,57.0
PH-UK-1255,Insulin,Emergency,Ambient,4550,1245,171.59,7,Eurotunnel,2.5437365252211444,17.8,109.6,0.0
PH-UK-1256,Amoxicillin,Statin,Cold Chain,569,3654,5.42,5,Dover-Calais,1.534089051782979,7.7,4.7,100.0
PH-UK-1257,Salbutamol,Inhaler,Ambient,1076,2387,456.75,11,Heathrow Air,1.1,12.1,13.5,100.0
PH-UK-1258,Pembrolizumab,Biologic,Ambient,4015,976,482.13,14,Felixstowe,1.1,15.4,123.4,0.0
PH-UK-1259,Amoxicillin,Oncology,Ambient,3860,2516,421.21,8,Dover-Calais,2.4769012077909887,19.8,46.0,67.4
PH-UK-1260,Adrenaline,Antibiotic,Cold Chain,3323,3856,275.63,9,Dover-Calais,1.6903682886507791,15.2,25.9,93.8
PH-UK-1261,Atorvastatin,Inhaler,Ambient,4888,3624,141.82,14,Dover-Calais,1.628984037689869,22.8,40.5,87.4
PH-UK-1262,Atorvastatin,Emergency,Ambient,2885,1404,331.39,5,Dover-Calais,2.45629850899145,12.3,61.6,13.700000000000003
PH-UK-1263,Atorvastatin,Inhaler,Ambient,1642,3741,393.24,14,Felixstowe,1.1,15.4,13.2,100.0
PH-UK-1264,Insulin,Inhaler,Cold Chain,3099,1291,45.83,14,Dover-Calais,2.8582057499832025,40.0,72.0,76.0
PH-UK-1265,Adrenaline,Biologic,Ambient,4054,2033,414.19,14,Felixstowe,1.1,15.4,59.8,26.60000000000001
PH-UK-1266,Atorvastatin,Emergency,Cold Chain,2719,2299,191.54,5,Felixstowe,1.1,5.5,35.5,45.5
PH-UK-1267,Adrenaline,Emergency,Ambient,3865,2887,323.52,8,Dover-Calais,1.893765750250654,15.2,40.2,65.19999999999999
PH-UK-1268,Adrenaline,Antibiotic,Cold Chain,4237,2068,145.87,12,Heathrow Air,1.1,13.2,61.5,16.599999999999994
PH-UK-1269,Atorvastatin,Antibiotic,Cold Chain,3898,2936,225.67,7,Eurotunnel,1.684098113255928,11.8,39.8,55.80000000000001
PH-UK-1270,Adrenaline,Antibiotic,Ambient,2104,1222,115.95,9,Dover-Calais,2.5212909167030917,22.7,51.7,64.69999999999999
PH-UK-1271,Adrenaline,Antibiotic,Ambient,4079,3765,435.25,13,Felixstowe,1.1,14.3,32.5,77.9
PH-UK-1272,Insulin,Statin,Cold Chain,3391,3471,482.09,7,Felixstowe,1.1,7.7,29.3,64.5
PH-UK-1273,Atorvastatin,Biologic,Ambient,2073,2623,92.34,13,Dover-Calais,2.05725093177475,26.7,23.7,100.0
PH-UK-1274,Salbutamol,Oncology,Cold Chain,1489,1796,72.38,13,Dover-Calais,1.5042227485843762,19.6,24.9,100.0
PH-UK-1275,Atorvastatin,Inhaler,Cold Chain,931,1409,81.15,11,Eurotunnel,1.6233174136115696,17.9,19.8,100.0
PH-UK-1276,Amoxicillin,Antibiotic,Cold Chain,4139,1792,104.59,12,Felixstowe,1.1,13.2,69.3,1.0
PH-UK-1277,Amoxicillin,Inhaler,Ambient,2566,3008,142.88,5,Eurotunnel,2.2634486869393533,11.3,25.6,82.7
PH-UK-1278,Atorvastatin,Statin,Ambient,1980,2670,390.13,7,Felixstowe,1.1,7.7,22.2,78.7
PH-UK-1279,Pembrolizumab,Inhaler,Ambient,4489,1998,203.26,13,Dover-Calais,2.0753008866124603,27.0,67.4,46.19999999999999
PH-UK-1280,Atorvastatin,Emergency,Ambient,1209,3091,437.62,9,Heathrow Air,1.1,9.9,11.7,100.0
PH-UK-1281,Salbutamol,Emergency,Cold Chain,2093,2177,145.61,10,Eurotunnel,2.1939850496214066,21.9,28.8,100.0
PH-UK-1282,Insulin,Inhaler,Ambient,4825,2704,419.82,8,Eurotunnel,1.6840160279225,13.5,53.5,33.5
PH-UK-1283,Atorvastatin,Emergency,Cold Chain,4503,3706,398.71,5,Eurotunnel,1.6336079029776949,8.2,36.5,51.599999999999994
PH-UK-1284,Atorvastatin,Antibiotic,Ambient,4821,2629,430.53,11,Dover-Calais,2.0287732453358807,22.3,55.0,56.900000000000006
PH-UK-1285,Insulin,Oncology,Cold Chain,1584,4327,195.9,7,Dover-Calais,2.942416589501363,20.6,11.0,100.0
PH-UK-1286,Adrenaline,Antibiotic,Cold Chain,1944,4252,256.17,8,Heathrow Air,1.1,8.8,13.7,99.0
PH-UK-1287,Salbutamol,Antibiotic,Cold Chain,844,1551,220.27,12,Dover-Calais,2.312450320567925,27.7,16.3,100.0
PH-UK-1288,Atorvastatin,Statin,Cold Chain,2778,2811,105.24,10,Dover-Calais,2.495371293670049,25.0,29.6,100.0
PH-UK-1289,Adrenaline,Statin,Cold Chain,3423,3186,162.95,9,Dover-Calais,2.507237316608859,22.6,32.2,100.0
PH-UK-1290,Atorvastatin,Emergency,Cold Chain,3076,3142,211.64,11,Dover-Calais,2.603359035359269,28.6,29.4,100.0
PH-UK-1291,Atorvastatin,Statin,Cold Chain,2510,3870,371.8,11,Eurotunnel,1.510998396252539,16.6,19.5,100.0
PH-UK-1292,Amoxicillin,Statin,Ambient,4561,4350,182.24,8,Dover-Calais,1.7870700949906488,14.3,31.5,79.9
PH-UK-1293,Atorvastatin,Statin,Ambient,729,2359,417.81,11,Dover-Calais,2.8769235711751313,31.6,9.3,100.0
PH-UK-1294,Insulin,Statin,Cold Chain,2666,1952,149.34,12,Dover-Calais,2.4998961856928146,30.0,41.0,100.0
PH-UK-1295,Atorvastatin,Inhaler,Ambient,3501,1847,99.67,10,Dover-Calais,2.924200553736514,29.2,56.9,73.8
PH-UK-1296,Atorvastatin,Antibiotic,Cold Chain,2088,3514,227.83,9,Dover-Calais,1.6852611385798593,15.2,17.8,100.0
PH-UK-1297,Salbutamol,Statin,Cold Chain,2843,1959,121.37,10,Eurotunnel,1.5346393374698402,15.3,43.5,58.900000000000006
PH-UK-1298,Atorvastatin,Inhaler,Ambient,1032,895,142.74,14,Dover-Calais,2.7400763320100716,38.4,34.6,100.0
PH-UK-1299,Adrenaline,Oncology,Ambient,4966,888,476.29,8,Eurotunnel,2.5959313998152926,20.8,167.8,0.0
PH-UK-1300,Salbutamol,Inhaler,Cold Chain,2646,1321,158.83,13,Eurotunnel,2.7214616979963453,35.4,60.1,85.99999999999999
PH-UK-1301,Atorvastatin,Emergency,Cold Chain,1512,951,364.28,11,Dover-Calais,1.6319452995258517,18.0,47.7,58.599999999999994
PH-UK-1302,Insulin,Inhaler,Cold Chain,1192,4420,442.24,14,Felixstowe,1.1,15.4,8.1,100.0
PH-UK-1303,Amoxicillin,Emergency,Ambient,2114,1391,107.91,11,Felixstowe,1.1,12.1,45.6,45.099999999999994
PH-UK-1304,Insulin,Statin,Cold Chain,1761,1105,252.8,7,Dover-Calais,2.48929560345194,17.4,47.8,56.6
PH-UK-1305,Pembrolizumab,Biologic,Cold Chain,4961,1539,214.35,8,Dover-Calais,1.8062663526698142,14.5,96.7,0.0
PH-UK-1306,Insulin,Antibiotic,Cold Chain,1492,869,104.32,14,Heathrow Air,1.1,15.4,51.5,43.2
PH-UK-1307,Atorvastatin,Biologic,Cold Chain,3683,2101,181.13,11,Felixstowe,1.1,12.1,52.6,31.099999999999994
PH-UK-1308,Insulin,Antibiotic,Ambient,2325,3080,213.61,10,Felixstowe,1.1,11.0,22.6,87.8
PH-UK-1309,Amoxicillin,Statin,Ambient,3273,1662,341.75,7,Eurotunnel,2.1370727294862695,15.0,59.1,26.799999999999997
PH-UK-1310,Salbutamol,Emergency,Cold Chain,3506,4013,341.84,10,Eurotunnel,2.4668048982971613,24.7,26.2,100.0
PH-UK-1311,Pembrolizumab,Antibiotic,Cold Chain,3919,3837,413.95,5,Eurotunnel,2.7461051369823113,13.7,30.6,79.89999999999999
PH-UK-1312,Atorvastatin,Oncology,Ambient,1265,1910,405.95,14,Felixstowe,1.1,15.4,19.9,100.0
PH-UK-1313,Insulin,Emergency,Cold Chain,3525,1296,102.2,8,Felixstowe,1.1,8.8,81.6,0.0
PH-UK-1314,Amoxicillin,Statin,Ambient,4295,1490,273.51,7,Dover-Calais,1.6291607095581566,11.4,86.5,0.0
PH-UK-1315,Amoxicillin,Biologic,Cold Chain,2495,2278,326.0,12,Dover-Calais,1.7592959081468753,21.1,32.9,97.5
PH-UK-1316,Salbutamol,Biologic,Cold Chain,4552,3744,85.61,14,Dover-Calais,2.4389254176956525,34.1,36.5,100.0
PH-UK-1317,Amoxicillin,Antibiotic,Cold Chain,2980,3552,309.15,7,Dover-Calais,2.518453507542217,17.6,25.2,100.0
PH-UK-1318,Atorvastatin,Emergency,Ambient,1279,1319,343.26,6,Eurotunnel,1.8001935280475991,10.8,29.1,74.2
PH-UK-1319,Salbutamol,Inhaler,Cold Chain,3151,1730,287.11,13,Dover-Calais,1.75554215016757,22.8,54.6,59.2
PH-UK-1320,Salbutamol,Biologic,Cold Chain,1035,3861,117.45,11,Felixstowe,1.1,12.1,8.0,100.0
PH-UK-1321,Pembrolizumab,Emergency,Ambient,4449,4280,69.93,5,Felixstowe,1.1,5.5,31.2,54.1
PH-UK-1322,Salbutamol,Statin,Cold Chain,1268,2453,274.68,12,Eurotunnel,1.7706105151732685,21.2,15.5,100.0
PH-UK-1323,Pembrolizumab,Statin,Ambient,3042,1565,238.83,10,Dover-Calais,2.1879095385743392,21.9,58.3,49.099999999999994
PH-UK-1324,Atorvastatin,Oncology,Cold Chain,1322,3897,186.96,5,Felixstowe,1.1,5.5,10.2,96.1
PH-UK-1325,Salbutamol,Emergency,Cold Chain,601,3154,422.26,13,Dover-Calais,2.555074308350664,33.2,5.7,100.0
PH-UK-1326,Insulin,Emergency,Ambient,1261,2138,437.07,13,Heathrow Air,1.1,14.3,17.7,100.0
PH-UK-1327,Salbutamol,Statin,Ambient,1567,1436,411.54,14,Dover-Calais,2.642735608113809,37.0,32.7,100.0
PH-UK-1328,Atorvastatin,Oncology,Cold Chain,3013,2755,99.81,11,Eurotunnel,1.646768470261427,18.1,32.8,88.70000000000002
PH-UK-1329,Atorvastatin,Statin,Ambient,2535,3530,149.8,8,Dover-Calais,1.5149751930408886,12.1,21.5,93.3
PH-UK-1330,Pembrolizumab,Statin,Ambient,4882,1402,405.03,6,Dover-Calais,2.7105116353225274,16.3,104.5,0.0
PH-UK-1331,Adrenaline,Inhaler,Ambient,3904,1132,333.23,6,Dover-Calais,1.7976737548810078,10.8,103.5,0.0
PH-UK-1332,Salbutamol,Biologic,Cold Chain,1303,2397,68.7,5,Heathrow Air,1.1,5.5,16.3,83.9
PH-UK-1333,Pembrolizumab,Oncology,Cold Chain,2658,3047,16.42,6,Dover-Calais,2.5205421966123835,15.1,26.2,92.9
PH-UK-1334,Insulin,Inhaler,Ambient,3222,4112,134.88,10,Heathrow Air,1.1,11.0,23.5,86.0
PH-UK-1335,Pembrolizumab,Emergency,Ambient,4435,1690,379.87,13,Eurotunnel,2.5760973268512672,33.5,78.7,43.099999999999994
PH-UK-1336,Salbutamol,Antibiotic,Ambient,996,3849,392.98,7,Eurotunnel,2.3521647187489076,16.5,7.8,100.0
PH-UK-1337,Atorvastatin,Biologic,Cold Chain,3819,1022,371.62,6,Dover-Calais,2.250752036876337,13.5,112.1,0.0
PH-UK-1338,Insulin,Oncology,Cold Chain,4541,3504,370.48,11,Eurotunnel,2.2613560299056563,24.9,38.9,96.89999999999999
PH-UK-1339,Pembrolizumab,Oncology,Ambient,4755,1487,11.08,10,Dover-Calais,2.33098080670596,23.3,95.9,0.0
PH-UK-1340,Adrenaline,Inhaler,Ambient,1969,3474,393.76,8,Eurotunnel,1.6167803928643516,12.9,17.0,100.0
PH-UK-1341,Insulin,Biologic,Cold Chain,2517,3012,371.39,8,Dover-Calais,1.7765033606202154,14.2,25.1,92.39999999999999
PH-UK-1342,Atorvastatin,Emergency,Ambient,1449,2474,455.97,14,Heathrow Air,1.1,15.4,17.6,100.0
PH-UK-1343,Adrenaline,Inhaler,Cold Chain,2514,1133,460.23,14,Dover-Calais,1.77594827269919,24.9,66.6,41.5
PH-UK-1344,Amoxicillin,Emergency,Cold Chain,1701,949,83.4,14,Dover-Calais,2.2093575122808913,30.9,53.8,85.1
PH-UK-1345,Amoxicillin,Antibiotic,Cold Chain,2365,1375,399.59,9,Dover-Calais,2.3200473860729245,20.9,51.6,59.49999999999999
PH-UK-1346,Salbutamol,Emergency,Ambient,4784,3724,72.12,9,Felixstowe,1.1,9.9,38.5,52.7
PH-UK-1347,Salbutamol,Statin,Ambient,763,3901,442.48,7,Dover-Calais,1.7386158213843736,12.2,5.9,100.0
PH-UK-1348,Salbutamol,Inhaler,Ambient,1094,3721,415.22,13,Dover-Calais,2.014994163523566,26.2,8.8,100.0
PH-UK-1349,Amoxicillin,Statin,Ambient,1380,903,25.53,12,Dover-Calais,2.8058111088885545,33.7,45.8,100.0
PH-UK-1350,Atorvastatin,Statin,Ambient,749,4488,280.52,12,Dover-Calais,2.9186285132437186,35.0,5.0,100.0
PH-UK-1351,Salbutamol,Antibiotic,Ambient,4232,4066,95.66,9,Eurotunnel,2.168538108500289,19.5,31.2,96.1
PH-UK-1352,Adrenaline,Statin,Ambient,2023,4179,94.09,6,Felixstowe,1.1,6.6,14.5,90.8
PH-UK-1353,Amoxicillin,Emergency,Cold Chain,2780,921,435.24,10,Dover-Calais,1.7099725558569183,17.1,90.6,0.0
PH-UK-1354,Salbutamol,Emergency,Cold Chain,4214,2867,396.06,7,Heathrow Air,1.1,7.7,44.1,34.9
PH-UK-1355,Salbutamol,Emergency,Ambient,945,3863,36.02,10,Eurotunnel,2.597339557607845,26.0,7.3,100.0
PH-UK-1356,Adrenaline,Oncology,Cold Chain,1333,2957,89.59,9,Dover-Calais,2.887640645254887,26.0,13.5,100.0
PH-UK-1357,Adrenaline,Biologic,Ambient,1542,1335,230.86,14,Felixstowe,1.1,15.4,34.7,76.8
PH-UK-1358,Insulin,Statin,Cold Chain,3569,1651,487.09,7,Dover-Calais,1.7182664557545522,12.0,64.9,6.199999999999989
PH-UK-1359,Salbutamol,Oncology,Cold Chain,548,1155,180.96,6,Dover-Calais,2.6308401598578404,15.8,14.2,100.0
PH-UK-1360,Amoxicillin,Oncology,Ambient,2497,1651,421.09,11,Heathrow Air,1.1,12.1,45.4,45.5
PH-UK-1361,Adrenaline,Antibiotic,Cold Chain,2072,3959,107.39,7,Heathrow Air,1.1,7.7,15.7,91.69999999999999
PH-UK-1362,Pembrolizumab,Antibiotic,Ambient,4830,4248,269.23,9,Dover-Calais,1.8375967972182883,16.5,34.1,81.3
PH-UK-1363,Adrenaline,Inhaler,Cold Chain,1115,1612,314.41,5,Felixstowe,1.1,5.5,20.8,74.9
PH-UK-1364,Atorvastatin,Antibiotic,Cold Chain,3313,1200,236.9,11,Heathrow Air,1.1,12.1,82.8,0.0
PH-UK-1365,Amoxicillin,Emergency,Ambient,3761,2645,384.82,8,Dover-Calais,1.9409096725266295,15.5,42.7,61.099999999999994
PH-UK-1366,Adrenaline,Oncology,Ambient,4471,3591,359.63,8,Heathrow Air,1.1,8.8,37.4,51.60000000000001
PH-UK-1367,Adrenaline,Oncology,Cold Chain,687,3081,242.52,7,Felixstowe,1.1,7.7,6.7,100.0
PH-UK-1368,Amoxicillin,Antibiotic,Cold Chain,1431,4017,116.63,8,Dover-Calais,1.6619991197128394,13.3,10.7,100.0
PH-UK-1369,Salbutamol,Antibiotic,Cold Chain,2032,2635,36.89,6,Eurotunnel,2.745321674472823,16.5,23.1,100.0
PH-UK-1370,Atorvastatin,Statin,Cold Chain,4355,1479,54.64,7,Eurotunnel,1.5058938427834718,10.5,88.3,0.0
PH-UK-1371,Insulin,Emergency,Ambient,3014,846,46.58,11,Felixstowe,1.1,12.1,106.9,0.0
PH-UK-1372,Salbutamol,Biologic,Cold Chain,1112,4179,244.53,10,Eurotunnel,2.6767202543644686,26.8,8.0,100.0
PH-UK-1373,Adrenaline,Biologic,Ambient,2005,4408,96.57,8,Eurotunnel,2.634827539054379,21.1,13.6,100.0
PH-UK-1374,Insulin,Antibiotic,Cold Chain,3948,4221,260.77,6,Dover-Calais,2.1833547694072464,13.1,28.1,83.1
PH-UK-1375,Insulin,Statin,Ambient,3524,1235,234.05,9,Dover-Calais,2.5324986905386924,22.8,85.6,0.0
PH-UK-1376,Adrenaline,Emergency,Cold Chain,1206,1010,233.97,6,Felixstowe,1.1,6.6,35.8,48.2
PH-UK-1377,Atorvastatin,Statin,Ambient,4673,4399,378.7,10,Heathrow Air,1.1,11.0,31.9,69.2
PH-UK-1378,Salbutamol,Antibiotic,Ambient,985,3518,86.79,9,Felixstowe,1.1,9.9,8.4,100.0
PH-UK-1379,Pembrolizumab,Oncology,Cold Chain,2202,3069,293.88,7,Eurotunnel,1.7226642159999246,12.1,21.5,93.3
PH-UK-1380,Adrenaline,Emergency,Cold Chain,4045,4100,339.41,8,Dover-Calais,1.5941144538808436,12.8,29.6,79.2
PH-UK-1381,Salbutamol,Oncology,Ambient,1754,3459,190.46,14,Eurotunnel,2.920957568054246,40.9,15.2,100.0
PH-UK-1382,Insulin,Antibiotic,Cold Chain,4109,2165,435.0,8,Heathrow Air,1.1,8.8,56.9,12.600000000000005
PH-UK-1383,Pembrolizumab,Biologic,Ambient,1809,4022,66.82,5,Eurotunnel,2.6075639018129393,13.0,13.5,100.0
PH-UK-1384,Adrenaline,Inhaler,Cold Chain,2509,4219,23.07,10,Dover-Calais,2.268474107099248,22.7,17.8,100.0
PH-UK-1385,Salbutamol,Statin,Cold Chain,2499,2395,160.55,13,Dover-Calais,1.7987611952886104,23.4,31.3,100.0
PH-UK-1386,Adrenaline,Antibiotic,Ambient,4420,2693,25.58,10,Dover-Calais,2.9037449899073393,29.0,49.2,88.6
PH-UK-1387,Amoxicillin,Statin,Ambient,4184,3669,193.74,8,Heathrow Air,1.1,8.8,34.2,58.0
PH-UK-1388,Insulin,Antibiotic,Cold Chain,4005,1035,142.26,6,Eurotunnel,2.50825853951272,15.0,116.1,0.0
PH-UK-1389,Adrenaline,Statin,Ambient,1935,4230,30.01,5,Felixstowe,1.1,5.5,13.7,89.1
PH-UK-1390,Amoxicillin,Statin,Ambient,2731,2361,179.7,9,Heathrow Air,1.1,9.9,34.7,60.3
PH-UK-1391,Adrenaline,Biologic,Ambient,3591,3893,112.27,14,Felixstowe,1.1,15.4,27.7,90.80000000000001
PH-UK-1392,Salbutamol,Inhaler,Ambient,2768,933,399.59,7,Dover-Calais,2.3511436189244237,16.5,89.0,0.0
PH-UK-1393,Atorvastatin,Biologic,Cold Chain,3720,1479,378.29,5,Dover-Calais,2.5665118323633225,12.8,75.5,0.0
PH-UK-1394,Atorvastatin,Oncology,Cold Chain,3136,3595,387.47,13,Eurotunnel,2.828956234498632,36.8,26.2,100.0
PH-UK-1395,Insulin,Antibiotic,Ambient,2049,3948,393.97,5,Dover-Calais,2.2233033379016107,11.1,15.6,100.0
PH-UK-1396,Salbutamol,Inhaler,Cold Chain,3145,2236,209.64,11,Felixstowe,1.1,12.1,42.2,51.89999999999999
PH-UK-1397,Pembrolizumab,Oncology,Cold Chain,4838,3786,396.9,11,Dover-Calais,1.5070804334974794,16.6,38.3,73.20000000000002
PH-UK-1398,Adrenaline,Statin,Cold Chain,859,2459,335.01,9,Dover-Calais,2.1190773577070714,19.1,10.5,100.0
PH-UK-1399,Insulin,Emergency,Ambient,2886,3901,334.22,14,Felixstowe,1.1,15.4,22.2,100.0
PH-UK-1400,Insulin,Statin,Ambient,1137,3106,24.07,10,Eurotunnel,1.9930609215605293,19.9,11.0,100.0
PH-UK-1401,Atorvastatin,Statin,Ambient,4970,2973,466.42,9,Dover-Calais,1.898418404679512,17.1,50.2,50.9
PH-UK-1402,Salbutamol,Biologic,Ambient,1983,1339,169.91,12,Heathrow Air,1.1,13.2,44.4,50.8
PH-UK-1403,Pembrolizumab,Biologic,Ambient,4787,4086,82.15,9,Dover-Calais,1.8368061393108235,16.5,35.1,79.3
PH-UK-1404,Pembrolizumab,Antibiotic,Ambient,3098,1226,74.5,11,Felixstowe,1.1,12.1,75.8,0.0
PH-UK-1405,Adrenaline,Biologic,Ambient,581,3632,205.37,13,Eurotunnel,1.7780391766500285,23.1,4.8,100.0
PH-UK-1406,Pembrolizumab,Inhaler,Ambient,825,1700,54.94,14,Dover-Calais,1.9950143763100487,27.9,14.6,100.0
PH-UK-1407,Adrenaline,Emergency,Cold Chain,1793,4151,465.98,5,Felixstowe,1.1,5.5,13.0,90.5
PH-UK-1408,Pembrolizumab,Emergency,Ambient,4117,2966,109.2,5,Dover-Calais,2.743248803121903,13.7,41.6,57.89999999999999
PH-UK-1409,Adrenaline,Antibiotic,Ambient,3380,2637,166.15,13,Dover-Calais,2.5092963709114007,32.6,38.5,100.0
PH-UK-1410,Salbutamol,Oncology,Cold Chain,4815,1416,440.04,10,Dover-Calais,2.5983272497147754,26.0,102.0,0.0
